Dron1_X,Dron1_Y,Dron1_Z,Dron4_X,Dron4_Y,Dron4_Z,Dron2_X,Dron2_Y,Dron2_Z,Dron3_X,Dron3_Y,Dron3_Z
368.97144,1169.5975,1508.4287,470.44467,1300.612,1439.0011,405.7571,1156.744,1486.7709,329.0221,1239.2096,1529.2324
370.53192,1173.1746,1508.6754,471.03607,1304.1527,1437.375,407.10535,1160.3297,1486.4867,330.76965,1242.7866,1530.063
372.55734,1176.7867,1508.9185,472.31873,1307.731,1436.1741,408.9722,1163.9495,1486.332,332.9387,1246.3977,1530.7444
375.04587,1180.4341,1509.1469,474.31088,1311.3485,1435.4094,411.35947,1167.603,1486.3026,335.52344,1250.0427,1531.2577
377.99408,1184.1165,1509.3497,477.02274,1315.0065,1435.0864,414.26602,1171.2899,1486.3917,338.51764,1253.7214,1531.587
381.397,1187.8335,1509.5168,480.4557,1318.706,1435.2043,417.6879,1175.01,1486.5916,341.91467,1257.4336,1531.7191
385.2482,1191.5852,1509.6389,484.60226,1322.4478,1435.757,421.61823,1178.7628,1486.893,345.70782,1261.1788,1531.6443
389.53992,1195.3708,1509.7076,489.4463,1326.2318,1436.7323,426.04745,1182.5482,1487.2852,349.89026,1264.957,1531.3561
394.26318,1199.1903,1509.7158,494.96317,1330.0581,1438.1132,430.96356,1186.3658,1487.7568,354.45532,1268.7678,1530.852
399.40793,1203.0427,1509.6577,501.12073,1333.9259,1439.877,436.3522,1190.2155,1488.2955,359.39655,1272.6108,1530.1335
404.9631,1206.9277,1509.529,507.88013,1337.8344,1441.9966,442.19708,1194.0968,1488.8885,364.70758,1276.486,1529.2056
410.9169,1210.8445,1509.327,515.19714,1341.7817,1444.4398,448.4801,1198.0094,1489.5226,370.38232,1280.3928,1528.0774
417.25674,1214.7924,1509.0504,523.0236,1345.7665,1447.1705,455.1818,1201.9529,1490.1844,376.41473,1284.3308,1526.7618
423.9694,1218.7704,1508.6998,531.3088,1349.7861,1450.1484,462.28162,1205.9265,1490.8611,382.79865,1288.2997,1525.2755
431.04117,1222.778,1508.2773,540.00104,1353.8381,1453.3303,469.7582,1209.9297,1491.5399,389.52774,1292.2987,1523.6383
438.4578,1226.814,1507.7866,549.0494,1357.9198,1456.6703,477.58984,1213.9615,1492.2087,396.59528,1296.3274,1521.8728
446.20465,1230.8774,1507.2327,558.40466,1362.0281,1460.1202,485.7545,1218.0212,1492.8566,403.9938,1300.3849,1520.0043
454.26663,1234.9675,1506.622,568.0206,1366.1599,1463.6311,494.2302,1222.1077,1493.4731,411.715,1304.4703,1518.0592
462.62827,1239.083,1505.9618,577.85504,1370.3127,1467.1537,502.9952,1226.2198,1494.0496,419.74948,1308.583,1516.0657
471.27368,1243.2228,1505.2605,587.8702,1374.4838,1470.6393,512.02814,1230.3564,1494.5784,428.08658,1312.7217,1514.0516
480.1866,1247.3857,1504.527,598.0334,1378.6705,1474.0409,521.3081,1234.5164,1495.0533,436.71423,1316.8851,1512.0444
489.35034,1251.5707,1503.7704,608.3171,1382.8711,1477.3141,530.8146,1238.6982,1495.4702,445.6189,1321.0724,1510.0704
498.74774,1255.7765,1503.0,618.69855,1387.0835,1480.4181,540.5278,1242.901,1495.8258,454.7855,1325.282,1508.1536
508.36124,1260.0016,1502.2252,629.1599,1391.3063,1483.3173,550.4281,1247.1232,1496.1193,464.1975,1329.5125,1506.3152
518.17285,1264.245,1501.455,639.6871,1395.5386,1485.9811,560.4966,1251.3635,1496.3512,473.83694,1333.7625,1504.5734
528.1642,1268.5052,1500.6974,650.26935,1399.7795,1488.3862,570.71454,1255.6208,1496.5239,483.68463,1338.0303,1502.9424
538.3162,1272.7809,1499.9603,660.89856,1404.0289,1490.5168,581.0634,1259.8937,1496.6417,493.72012,1342.3145,1501.4324
548.60974,1277.0708,1499.251,671.568,1408.2866,1492.3656,591.5246,1264.1808,1496.7103,503.9221,1346.6134,1500.0492
559.02496,1281.3737,1498.5753,682.27155,1412.5529,1493.9338,602.0797,1268.4808,1496.7375,514.26843,1350.9253,1498.7947
569.5416,1285.688,1497.9391,693.003,1416.8281,1495.2328,612.7099,1272.7928,1496.7325,524.7365,1355.2488,1497.6665
580.1393,1290.0127,1497.3469,703.7549,1421.1129,1496.2832,623.39606,1277.1154,1496.7062,535.30334,1359.5822,1496.6586
590.797,1294.3464,1496.803,714.51825,1425.4076,1497.1149,634.1187,1281.4473,1496.6707,545.9458,1363.924,1495.7616
601.49347,1298.6881,1496.3105,725.282,1429.7126,1497.7672,644.85785,1285.7875,1496.6394,556.64075,1368.2728,1494.9636
612.20715,1303.0365,1495.8727,736.0321,1434.0283,1498.287,655.5929,1290.1348,1496.6271,567.36554,1372.6273,1494.2506
622.9164,1307.3905,1495.4921,746.752,1438.3544,1498.728,666.3028,1294.488,1496.6486,578.09753,1376.9865,1493.6073
633.59924,1311.7491,1495.1709,757.422,1442.6907,1499.1492,676.9659,1298.8463,1496.7197,588.8148,1381.349,1493.0178
644.2337,1316.1112,1494.9114,768.01935,1447.0366,1499.6122,687.56006,1303.2083,1496.856,599.4959,1385.714,1492.4666
654.79767,1320.4758,1494.7156,778.5186,1451.3912,1500.1794,698.0629,1307.5729,1497.0724,610.11993,1390.0802,1491.9388
665.2691,1324.8419,1494.5853,788.892,1455.7534,1500.9119,708.45154,1311.9391,1497.3837,620.66656,1394.4471,1491.4215
675.626,1329.2087,1494.5225,799.1097,1460.1215,1501.8658,718.703,1316.3058,1497.803,631.1161,1398.8137,1490.9037
685.84644,1333.5753,1494.5289,809.1401,1464.4938,1503.0916,728.79425,1320.6719,1498.3417,641.449,1403.1791,1490.3771
695.9086,1337.9408,1494.6064,818.9511,1468.8687,1504.6305,738.70245,1325.0364,1499.0096,651.6463,1407.5426,1489.8364
705.7911,1342.3043,1494.7568,828.5102,1473.2443,1506.5135,748.40485,1329.3982,1499.8142,661.6891,1411.9034,1489.2793
715.4723,1346.6649,1494.9818,837.78534,1477.6188,1508.7604,757.8793,1333.7562,1500.7604,671.5584,1416.2609,1488.7069
724.931,1351.0221,1495.2827,846.74585,1481.9906,1511.3787,767.1039,1338.1097,1501.8506,681.2351,1420.6139,1488.1237
734.14636,1355.3746,1495.6611,855.36273,1486.3579,1514.3636,776.05756,1342.4575,1503.0846,690.6998,1424.9619,1487.5365
743.0975,1359.7219,1496.118,863.60986,1490.7194,1517.699,784.72,1346.7988,1504.4597,699.9324,1429.3038,1486.9552
751.7638,1364.063,1496.6542,871.4639,1495.0732,1521.3578,793.0715,1351.1327,1505.9706,708.91223,1433.639,1486.392
760.125,1368.3971,1497.2699,878.90546,1499.4185,1525.304,801.09357,1355.4583,1507.6096,717.6179,1437.9663,1485.8602
768.161,1372.7233,1497.965,885.9185,1503.7537,1529.4938,808.76843,1359.7749,1509.3672,726.0272,1442.285,1485.3746
775.85205,1377.0409,1498.7386,892.49146,1508.0778,1533.8779,816.07947,1364.0819,1511.2317,734.1173,1446.5941,1484.9501
783.1788,1381.3489,1499.5896,898.6163,1512.39,1538.4034,823.0109,1368.3787,1513.1901,741.86456,1450.8928,1484.6011
790.12213,1385.6469,1500.5154,904.2888,1516.6893,1543.0155,829.5483,1372.6648,1515.2278,749.24506,1455.1803,1484.3414
796.6638,1389.9338,1501.513,909.5081,1520.9751,1547.6594,835.678,1376.9397,1517.3293,756.2345,1459.4559,1484.1831
802.786,1394.2092,1502.5784,914.2763,1525.247,1552.282,841.3876,1381.2034,1519.4783,762.80865,1463.7191,1484.1364
808.47186,1398.4724,1503.7068,918.59753,1529.5044,1556.833,846.6656,1385.4553,1521.6578,768.9437,1467.9691,1484.2089
813.70544,1402.7229,1504.8925,922.478,1533.7473,1561.2664,851.50195,1389.6956,1523.8507,774.6165,1472.2057,1484.4058
818.47186,1406.96,1506.1285,925.925,1537.9757,1565.54,855.88745,1393.9242,1526.0394,779.80493,1476.4282,1484.7297
822.75757,1411.1831,1507.4078,928.94653,1542.1898,1569.6174,859.8143,1398.141,1528.207,784.48816,1480.6362,1485.1805
826.5505,1415.3918,1508.7222,931.5508,1546.39,1573.4669,863.2756,1402.3463,1530.3364,788.6473,1484.8293,1485.7556
829.84,1419.5859,1510.063,933.74615,1550.5771,1577.0616,866.266,1406.54,1532.4113,792.26526,1489.0073,1486.4501
832.61743,1423.7646,1511.4211,935.5406,1554.7522,1580.379,868.78125,1410.7224,1534.4156,795.32745,1493.1696,1487.2574
834.8757,1427.9279,1512.7877,936.9419,1558.9164,1583.4008,870.8186,1414.8936,1536.335,797.8217,1497.3157,1488.1697
836.60986,1432.0752,1514.1534,937.9574,1563.0707,1586.1113,872.3764,1419.0536,1538.1548,799.73865,1501.4454,1489.178
837.81714,1436.2063,1515.5093,938.5943,1567.2164,1588.4983,873.45465,1423.2024,1539.8623,801.0717,1505.5583,1490.273
838.49664,1440.321,1516.8466,938.8596,1571.3547,1590.5509,874.0547,1427.3402,1541.4456,801.8176,1509.6543,1491.4456
838.6499,1444.4192,1518.1572,938.7603,1575.4867,1592.2595,874.1794,1431.4668,1542.8939,801.9758,1513.7329,1492.687
838.28064,1448.5007,1519.4335,938.3034,1579.6133,1593.6155,873.833,1435.5822,1544.1979,801.54926,1517.7938,1493.9891
837.39465,1452.5654,1520.6687,937.49585,1583.7354,1594.6104,873.02136,1439.6862,1545.3494,800.5438,1521.837,1495.3448
836.00006,1456.6135,1521.8564,936.3445,1587.8533,1595.236,871.75165,1443.7784,1546.3418,798.96857,1525.8624,1496.7482
834.1071,1460.6449,1522.9916,934.856,1591.9678,1595.484,870.0325,1447.8589,1547.1696,796.8357,1529.8699,1498.194
831.728,1464.6599,1524.0695,933.0367,1596.0789,1595.3473,867.8737,1451.9274,1547.8287,794.1602,1533.8595,1499.6781
828.87695,1468.6587,1525.086,930.89215,1600.1864,1594.8188,865.2866,1455.9834,1548.3171,790.9602,1537.8313,1501.1968
825.5699,1472.6418,1526.0383,928.427,1604.2904,1593.894,862.2833,1460.027,1548.6335,787.2563,1541.7856,1502.7467
821.8243,1476.6096,1526.9236,925.6447,1608.3904,1592.5706,858.87695,1464.0579,1548.7786,783.0715,1545.7228,1504.3247
817.65906,1480.5629,1527.7399,922.54755,1612.4858,1590.8495,855.08154,1468.0759,1548.7545,778.4311,1549.6434,1505.9269
813.0944,1484.5022,1528.4858,919.13654,1616.5759,1588.7366,850.91187,1472.0812,1548.565,773.3622,1553.5481,1507.5491
808.1515,1488.4285,1529.1603,915.4113,1620.6598,1586.243,846.3831,1476.0737,1548.2155,767.8933,1557.4376,1509.1862
802.85205,1492.3425,1529.763,911.3709,1624.7363,1583.3862,841.5111,1480.0537,1547.713,762.0541,1561.3131,1510.8322
797.2185,1496.2456,1530.2935,907.01355,1628.8044,1580.1902,836.3119,1484.0215,1547.0665,755.87476,1565.1758,1512.4797
791.2736,1500.1387,1530.7524,902.33746,1632.8632,1576.6857,830.80194,1487.9775,1546.2863,749.38586,1569.0269,1514.1207
785.0401,1504.0228,1531.1404,897.3415,1636.9113,1572.9106,824.99786,1491.9224,1545.3842,742.6178,1572.8678,1515.7458
778.5407,1507.8993,1531.4586,892.02545,1640.9479,1568.9092,818.91656,1495.8567,1544.3733,735.6002,1576.7003,1517.3446
771.79785,1511.7695,1531.7084,886.39136,1644.9725,1564.7306,812.5751,1499.7815,1543.2681,728.362,1580.5261,1518.9062
764.83374,1515.6346,1531.8915,880.44336,1648.985,1560.4288,805.99066,1503.6975,1542.0836,720.9308,1584.3468,1520.419
757.66986,1519.496,1532.0098,874.18896,1652.9854,1556.0604,799.18085,1507.6058,1540.8359,713.33276,1588.1643,1521.8708
750.3272,1523.3549,1532.0653,867.63904,1656.9739,1551.683,792.16327,1511.5077,1539.5409,705.5925,1591.9803,1523.2498
742.82623,1527.2126,1532.0602,860.80804,1660.9513,1547.3538,784.9558,1515.4043,1538.2142,697.733,1595.7968,1524.5437
735.1865,1531.0707,1531.9963,853.71423,1664.9183,1543.1274,777.5766,1519.2968,1536.8713,689.7752,1599.6152,1525.7412
727.427,1534.93,1531.8756,846.3793,1668.8761,1539.0548,770.04376,1523.1864,1535.5264,681.7385,1603.4375,1526.8313
719.56586,1538.792,1531.6995,838.82764,1672.8257,1535.1809,762.37555,1527.0747,1534.1921,673.6406,1607.265,1527.8036
711.6204,1542.6578,1531.4694,831.0865,1676.7683,1531.5443,754.59015,1530.9628,1532.8799,665.4974,1611.0992,1528.6488
703.60724,1546.5286,1531.1858,823.1843,1680.7052,1528.1757,746.70575,1534.8519,1531.599,657.3233,1614.9415,1529.3588
695.54193,1550.4053,1530.8494,815.1508,1684.6377,1525.0974,738.74005,1538.7434,1530.3564,649.1314,1618.793,1529.9264
687.4394,1554.289,1530.4597,807.01575,1688.567,1522.3234,730.7105,1542.6384,1529.157,640.9334,1622.6545,1530.3461
679.31366,1558.1804,1530.0164,798.80835,1692.4946,1519.8584,722.63403,1546.538,1528.003,632.73987,1626.527,1530.6134
671.1779,1562.0806,1529.518,790.55676,1696.4215,1517.699,714.527,1550.4432,1526.8948,624.56055,1630.4113,1530.7255
663.0444,1565.9901,1528.9631,782.2873,1700.3492,1515.8336,706.4048,1554.3552,1525.8298,616.40405,1634.3077,1530.6805
654.9246,1569.9098,1528.3497,774.0242,1704.2788,1514.2438,698.28217,1558.2748,1524.8041,608.2785,1638.217,1530.4789
646.8292,1573.84,1527.6758,765.7889,1708.2117,1512.9044,690.17285,1562.2026,1523.8114,600.1912,1642.1396,1530.1215
638.7679,1577.7815,1526.9386,757.6003,1712.1488,1511.7858,682.0895,1566.1398,1522.844,592.149,1646.0759,1529.611
630.7496,1581.7345,1526.136,749.47437,1716.0914,1510.8541,674.0436,1570.0867,1521.8926,584.15814,1650.0261,1528.9514
622.7822,1585.6995,1525.2653,741.4241,1720.0406,1510.073,666.04565,1574.0442,1520.9474,576.22437,1653.9906,1528.1477
614.87305,1589.6769,1524.324,733.4597,1723.9974,1509.4048,658.1048,1578.0126,1519.9977,568.3529,1657.9694,1527.2059
607.0283,1593.6667,1523.31,725.5888,1727.9629,1508.8115,650.229,1581.9927,1519.0321,560.5484,1661.9626,1526.1328
599.2535,1597.6696,1522.2216,717.81647,1731.9379,1508.256,642.4252,1585.9846,1518.0398,552.815,1665.9705,1524.9358
591.55304,1601.6852,1521.0566,710.14557,1735.9231,1507.7028,634.6988,1589.989,1517.0099,545.1563,1669.9929,1523.6227
583.93097,1605.7141,1519.8141,702.577,1739.9197,1507.1188,627.0545,1594.006,1515.932,537.5753,1674.0299,1522.2017
576.39014,1609.7562,1518.493,695.1104,1743.9283,1506.4744,619.49567,1598.0361,1514.7966,530.0744,1678.0813,1520.6808
568.9329,1613.8116,1517.0928,687.74384,1747.9497,1505.743,612.0248,1602.0795,1513.5952,522.65546,1682.1471,1519.0681
561.56085,1617.8806,1515.6134,680.47455,1751.9845,1504.9028,604.6434,1606.1362,1512.3201,515.31976,1686.2269,1517.3712
554.27484,1621.963,1514.0548,673.2992,1756.0332,1503.9355,597.3521,1610.2069,1510.965,508.068,1690.3208,1515.5972
547.07526,1626.059,1512.418,666.214,1760.0964,1502.8275,590.15106,1614.2914,1509.5248,500.90036,1694.4285,1513.7528
539.9619,1630.1685,1510.7035,659.21497,1764.1743,1501.5693,583.03955,1618.39,1507.9958,493.81662,1698.5496,1511.8439
532.93414,1634.2915,1508.913,652.2982,1768.2671,1500.1556,576.01636,1622.5028,1506.3757,486.816,1702.6841,1509.8756
525.99097,1638.4281,1507.048,645.4598,1772.3749,1498.5852,569.07996,1626.6301,1504.6632,479.89746,1706.8319,1507.8523
519.13086,1642.5782,1505.1102,638.69604,1776.4978,1496.8601,562.2284,1630.7717,1502.8584,473.0596,1710.9927,1505.778
512.3523,1646.742,1503.102,632.0036,1780.6357,1494.986,555.4594,1634.928,1500.9625,466.30078,1715.1664,1503.6554
505.65344,1650.9194,1501.0256,625.37933,1784.789,1492.9708,548.7707,1639.099,1498.9777,459.61917,1719.3531,1501.487
499.0323,1655.1106,1498.8839,618.8207,1788.9572,1490.8248,542.15985,1643.2848,1496.907,453.01285,1723.5527,1499.2749
492.48685,1659.3157,1496.6793,612.32526,1793.1409,1488.5598,535.62445,1647.4855,1494.7544,446.47986,1727.7651,1497.0201
486.0151,1663.5347,1494.415,605.89124,1797.34,1486.1886,529.16223,1651.7012,1492.5245,440.01825,1731.9907,1494.7238
479.61508,1667.7678,1492.0941,599.51715,1801.555,1483.7247,522.77094,1655.932,1490.2223,433.62616,1736.2294,1492.3867
473.285,1672.0154,1489.7196,593.202,1805.7861,1481.1818,516.44855,1660.1782,1487.853,427.30188,1740.4814,1490.0096
467.02307,1676.2775,1487.2949,586.9452,1810.0336,1478.573,510.19324,1664.4397,1485.4226,421.04382,1744.7471,1487.5929
460.82773,1680.5543,1484.8234,580.74646,1814.2977,1475.911,504.0034,1668.7167,1482.9366,414.85065,1749.0266,1485.1372
454.6976,1684.8462,1482.3083,574.606,1818.5787,1473.2079,497.87766,1673.009,1480.401,408.72116,1753.3203,1482.6433
448.6315,1689.1533,1479.7532,568.52435,1822.8766,1470.4741,491.81485,1677.317,1477.821,402.6545,1757.6285,1480.1122
442.62836,1693.476,1477.1614,562.50214,1827.1913,1467.7195,485.81396,1681.6404,1475.2025,396.64993,1761.9518,1477.5447
436.68732,1697.8141,1474.5363,556.5404,1831.5223,1464.9523,479.8743,1685.9792,1472.5504,390.707,1766.2902,1474.9425
430.80774,1702.1682,1471.8812,550.6402,1835.8695,1462.1794,473.99518,1690.3335,1469.8699,384.82544,1770.6443,1472.3074
424.98907,1706.5383,1469.1996,544.80273,1840.232,1459.407,468.1762,1694.703,1467.1655,379.0052,1775.0145,1469.6412
419.23093,1710.9246,1466.4946,539.0294,1844.6093,1456.6395,462.41705,1699.0875,1464.4414,373.2464,1779.4014,1466.9465
413.53305,1715.327,1463.7697,533.32153,1849.0004,1453.8804,456.71747,1703.487,1461.7017,367.54932,1783.8053,1464.2258
407.89523,1719.746,1461.0276,527.68036,1853.4044,1451.1322,451.07736,1707.9014,1458.9498,361.91437,1788.2267,1461.4822
402.3174,1724.1814,1458.2719,522.1071,1857.8204,1448.3965,445.4966,1712.3302,1456.1892,356.34204,1792.666,1458.7186
396.79956,1728.6334,1455.5052,516.6031,1862.2477,1445.674,439.97525,1716.7734,1453.4229,350.83292,1797.124,1455.9386
391.3417,1733.1019,1452.7306,511.16934,1866.6852,1442.9646,434.5133,1721.2308,1450.6534,345.38757,1801.601,1453.1454
385.94388,1737.587,1449.951,505.80698,1871.1321,1440.268,429.1108,1725.7023,1447.8834,340.0066,1806.0974,1450.3427
380.6062,1742.0889,1447.1692,500.5168,1875.5876,1437.583,423.76785,1730.1877,1445.1151,334.69055,1810.6136,1447.5339
375.3288,1746.6072,1444.3877,495.29962,1880.0513,1434.9084,418.48447,1734.6869,1442.3507,329.43988,1815.1501,1444.7228
370.1117,1751.1421,1441.6091,490.1559,1884.5221,1432.243,413.2607,1739.1997,1439.592,324.255,1819.7072,1441.913
364.95496,1755.6935,1438.8362,485.08585,1889.0,1429.5857,408.09668,1743.7262,1436.8412,319.13617,1824.2849,1439.1079
359.8587,1760.2612,1436.071,480.0893,1893.4847,1426.9354,402.99237,1748.2662,1434.0999,314.08347,1828.8833,1436.311
354.82285,1764.8452,1433.316,475.16574,1897.9766,1424.2917,397.94778,1752.82,1431.3696,309.09683,1833.5023,1433.5255
349.84738,1769.4454,1430.5735,470.31436,1902.4756,1421.6547,392.9629,1757.3872,1428.6523,304.176,1838.1417,1430.7544
344.9322,1774.0618,1427.8455,465.53397,1906.9825,1419.0249,388.0376,1761.9681,1425.9496,299.32062,1842.8013,1428.0006
340.07712,1778.6938,1425.1339,460.8232,1911.498,1416.4034,383.17178,1766.5629,1423.263,294.53006,1847.4802,1425.2666
335.28192,1783.3416,1422.4408,456.18036,1916.0228,1413.7921,378.3653,1771.1714,1420.5939,289.8036,1852.178,1422.5549
330.54636,1788.0048,1419.768,451.60364,1920.5576,1411.1931,373.61792,1775.7937,1417.9441,285.14035,1856.8939,1419.8673
325.87003,1792.6833,1417.117,447.09097,1925.1036,1408.6091,368.92935,1780.4299,1415.3152,280.53925,1861.6272,1417.2058
321.2526,1797.3772,1414.4895,442.6402,1929.662,1406.0432,364.2993,1785.0802,1412.7085,275.99918,1866.377,1414.5715
316.69357,1802.0859,1411.887,438.24908,1934.2335,1403.4984,359.7274,1789.7448,1410.1256,271.5189,1871.1423,1411.9658
312.19254,1806.8096,1409.3109,433.91534,1938.8196,1400.9779,355.21326,1794.4233,1407.568,267.09714,1875.9225,1409.3893
307.74893,1811.5479,1406.7623,429.63678,1943.4213,1398.4847,350.75647,1799.1165,1405.037,262.7326,1880.7164,1406.8427
303.36224,1816.301,1404.2427,425.41125,1948.0396,1396.0216,346.35657,1803.8241,1402.5338,258.42407,1885.5236,1404.3262
299.03195,1821.0688,1401.7528,421.23685,1952.6752,1393.5907,342.01315,1808.5465,1400.0598,254.17023,1890.3431,1401.8398
294.7575,1825.8513,1399.2936,417.11194,1957.3285,1391.194,337.72574,1813.2839,1397.6161,249.96997,1895.1748,1399.3838
290.53836,1830.6487,1396.8661,413.03503,1962.0002,1388.8326,333.4939,1818.0366,1395.2039,245.82222,1900.0181,1396.9576
286.374,1835.4608,1394.4707,409.005,1966.6904,1386.5072,329.3172,1822.8049,1392.8239,241.72601,1904.8728,1394.5612
282.26385,1840.288,1392.1083,405.02084,1971.3997,1384.2177,325.1952,1827.5891,1390.477,237.68051,1909.7389,1392.194
278.2075,1845.1304,1389.779,401.08176,1976.1279,1381.9634,321.12744,1832.3896,1388.1642,233.68498,1914.6163,1389.8557
274.20435,1849.9883,1387.4836,397.18716,1980.8756,1379.743,317.11353,1837.2068,1385.8856,229.73878,1919.5055,1387.5459
270.254,1854.8617,1385.2222,393.3366,1985.6428,1377.5548,313.15305,1842.0409,1383.642,225.84145,1924.4069,1385.2643
266.356,1859.751,1382.9949,389.5298,1990.4298,1375.3965,309.2456,1846.8922,1381.4333,221.9925,1929.3206,1383.0104
262.5099,1864.6561,1380.8018,385.76663,1995.2366,1373.2657,305.39075,1851.7612,1379.26,218.19159,1934.2474,1380.784
258.71527,1869.5775,1378.6428,382.04727,2000.0629,1371.1599,301.58807,1856.6478,1377.1217,214.43846,1939.1877,1378.5854
254.97176,1874.5149,1376.518,378.37192,2004.909,1369.0765,297.83722,1861.5524,1375.0182,210.7329,1944.1421,1376.4148
251.27896,1879.4684,1374.4271,374.74094,2009.7748,1367.0137,294.13776,1866.4746,1372.9491,207.07477,1949.111,1374.2726
247.63655,1884.4375,1372.3701,371.15466,2014.6603,1364.9697,290.4893,1871.4144,1370.914,203.46404,1954.0946,1372.1599
244.04419,1889.422,1370.3467,367.61353,2019.5656,1362.9438,286.89148,1876.3713,1368.912,199.90071,1959.093,1370.0784
240.50157,1894.421,1368.3566,364.11795,2024.4906,1360.9365,283.34396,1881.3446,1366.9425,196.38489,1964.1062,1368.0299
237.0084,1899.4336,1366.3997,360.6685,2029.4352,1358.9493,279.84637,1886.3333,1365.0044,192.91669,1969.1335,1366.0172
233.56445,1904.4585,1364.4758,357.26562,2034.3986,1356.9856,276.39838,1891.3358,1363.0967,189.49632,1974.1743,1364.0436
230.16945,1909.494,1362.5848,353.9099,2039.3796,1355.0504,272.99963,1896.3506,1361.2184,186.12401,1979.2268,1362.1129
226.82323,1914.538,1360.7267,350.60187,2044.3768,1353.1506,269.64987,1901.3756,1359.3684,182.80002,1984.2893,1360.2297
223.52557,1919.5879,1358.9015,347.34207,2049.388,1351.2954,266.3488,1906.4078,1357.5455,179.5246,1989.359,1358.3994
220.27635,1924.6406,1357.1094,344.131,2054.4097,1349.4956,263.09613,1911.4445,1355.7488,176.29807,1994.4327,1356.6276
217.07545,1929.6926,1355.3506,340.96933,2059.4382,1347.7643,259.8917,1916.4818,1353.9773,173.1207,1999.5065,1354.9207
213.92276,1934.7397,1353.6256,337.85757,2064.468,1346.1161,256.73523,1921.5155,1352.2302,169.99281,2004.5754,1353.2854
210.8182,1939.7775,1351.9349,334.79626,2069.4934,1344.5671,253.62663,1926.541,1350.507,166.9147,2009.6342,1351.7288
207.76173,1944.8004,1350.2795,331.78595,2074.5068,1343.1344,250.56573,1931.553,1348.807,163.88663,2014.6765,1350.2576
204.75331,1949.803,1348.66,328.82706,2079.5005,1341.8353,247.55244,1936.5458,1347.1304,160.90884,2019.6957,1348.879
201.79292,1954.7787,1347.0778,325.9199,2084.4653,1340.6869,244.58672,1941.5131,1345.4773,157.98155,2024.6841,1347.5994
198.88057,1959.721,1345.5338,323.06485,2089.391,1339.7051,241.66852,1946.4484,1343.8484,155.10492,2029.6337,1346.4247
196.01624,1964.6224,1344.0295,320.26215,2094.2673,1338.904,238.79785,1951.3442,1342.2445,152.27899,2034.5358,1345.3597
193.19995,1969.4755,1342.5667,317.5121,2099.0828,1338.2954,235.97473,1956.1934,1340.6671,149.50381,2039.3813,1344.4088
190.43176,1974.2719,1341.1465,314.81485,2103.825,1337.8873,233.19923,1960.9878,1339.1179,146.77931,2044.1609,1343.5746
187.71172,1979.003,1339.7709,312.1706,2108.4824,1337.6842,230.47139,1965.7192,1337.599,144.10536,2048.8647,1342.8582
185.03987,1983.6603,1338.4415,309.5793,2113.043,1337.6864,227.7913,1970.379,1336.1127,141.48178,2053.4834,1342.2595
182.41629,1988.2344,1337.1602,307.0409,2117.4946,1337.8898,225.15907,1974.9583,1334.6617,138.90831,2058.0063,1341.777
179.84106,1992.7157,1335.9285,304.55508,2121.8262,1338.2855,222.57481,1979.4478,1333.249,136.38466,2062.4236,1341.4072
177.31429,1997.0945,1334.7482,302.12152,2126.0269,1338.8607,220.03865,1983.8379,1331.8774,133.91045,2066.7253,1341.1455
174.83606,2001.3606,1333.6207,299.73972,2130.087,1339.5985,217.5507,1988.1189,1330.5503,131.4853,2070.9014,1340.986
172.4065,2005.5038,1332.5477,297.40906,2133.9968,1340.4789,215.11113,1992.2806,1329.2705,129.10884,2074.9414,1340.9215
170.02573,2009.5133,1331.5304,295.12878,2137.7483,1341.4795,212.72003,1996.3125,1328.0411,126.78068,2078.8352,1340.9442
167.69388,2013.3784,1330.5698,292.8981,2141.3333,1342.5765,210.37756,2000.2037,1326.8649,124.50045,2082.573,1341.0453
165.41109,2017.088,1329.667,290.7161,2144.7446,1343.7455,208.08385,2003.9434,1325.7445,122.26786,2086.144,1341.216
163.17749,2020.6307,1328.8225,288.58188,2147.9749,1344.9626,205.83902,2007.52,1324.6821,120.082664,2089.5386,1341.447
160.99323,2023.9954,1328.0371,286.49445,2151.017,1346.2052,203.64319,2010.9222,1323.68,117.94469,2092.7466,1341.7296
158.8584,2027.1703,1327.3109,284.45297,2153.8645,1347.4525,201.4965,2014.1383,1322.7399,115.8538,2095.7576,1342.055
156.77313,2030.144,1326.6442,282.45663,2156.5095,1348.6863,199.39906,2017.1562,1321.8633,113.809944,2098.5623,1342.4149
154.73753,2032.9053,1326.0369,280.50476,2158.9448,1349.8916,197.35103,2019.9642,1321.0513,111.8131,2101.1504,1342.8019
152.75168,2035.4426,1325.4888,278.5968,2161.1624,1351.0563,195.35254,2022.5507,1320.305,109.86331,2103.513,1343.2089
150.81564,2037.7452,1324.9998,276.73242,2163.1536,1352.1715,193.40376,2024.9038,1319.6254,107.960655,2105.6404,1343.6298
148.92946,2039.8024,1324.5691,274.91153,2164.91,1353.2314,191.50487,2027.0125,1319.0128,106.10522,2107.5242,1344.0592
147.09319,2041.6039,1324.1967,273.13412,2166.4229,1354.2332,189.65605,2028.8656,1318.4679,104.29711,2109.1562,1344.4921
145.30684,2043.1403,1323.8815,271.40045,2167.6838,1355.1755,187.85751,2030.453,1317.9911,102.53646,2110.5286,1344.9243
